Số báo danh,Mã tỉnh,Toán,Ngữ văn,Ngoại ngữ,Vật lý,Hóa học,Sinh học,Lịch sử,Địa lý,Tin học,CN Công nghiệp,CN Nông nghiệp,GD Kinh tế và Pháp luật,Tổng điểm
30012595,HÀ TĨNH,4.5,8.25,,,4.35,4.85,,,,,,,13.7
30012624,HÀ TĨNH,4.5,6.75,,,5.6,5.1,,,,,,,15.2
30012750,HÀ TĨNH,4.25,7.75,,,5.1,6.1,,,,,,,15.45
30012817,HÀ TĨNH,8.0,8.25,,,6.25,7.5,,,,,,,21.75
30012824,HÀ TĨNH,5.5,7.25,,,5.5,4.7,,,,,,,15.7
30012826,HÀ TĨNH,5.25,7.5,,,5.85,6.5,,,,,,,17.6
30012883,HÀ TĨNH,5.75,8.0,,,6.5,6.75,,,,,,,19.0
30012891,HÀ TĨNH,5.25,8.25,,,4.75,6.75,,,,,,,16.75
30012895,HÀ TĨNH,3.85,6.5,,,4.85,4.85,,,,,,,13.549999999999999
30012897,HÀ TĨNH,4.6,8.0,,,8.0,8.25,,,,,,,20.85
30012936,HÀ TĨNH,5.25,6.5,,,5.5,5.2,,,,,,,15.95
30012963,HÀ TĨNH,5.75,7.0,,,6.25,6.5,,,,,,,18.5
30012989,HÀ TĨNH,5.75,7.5,,,5.35,7.1,,,,,,,18.2
30012995,HÀ TĨNH,8.0,7.5,,,8.25,7.5,,,,,,,23.75
30013019,HÀ TĨNH,4.75,8.0,,,2.5,3.45,,,,,,,10.7
30013069,HÀ TĨNH,6.75,8.25,,,7.0,7.5,,,,,,,21.25
30013099,HÀ TĨNH,6.25,8.25,,,8.0,6.6,,,,,,,20.85
30013110,HÀ TĨNH,7.5,8.25,,,9.25,8.25,,,,,,,25.0
30013147,HÀ TĨNH,7.25,7.25,,,9.25,8.25,,,,,,,24.75
30013158,HÀ TĨNH,6.25,8.0,,,4.75,5.75,,,,,,,16.75
30013172,HÀ TĨNH,5.6,8.5,,,6.85,5.6,,,,,,,18.049999999999997
30013177,HÀ TĨNH,9.0,9.0,,,9.0,8.75,,,,,,,26.75
30013186,HÀ TĨNH,7.0,7.5,,,5.5,7.0,,,,,,,19.5
30013188,HÀ TĨNH,8.0,8.25,,,9.5,9.0,,,,,,,26.5
30013210,HÀ TĨNH,5.35,7.5,,,5.75,6.5,,,,,,,17.6
30013333,HÀ TĨNH,7.75,7.25,,,8.25,7.5,,,,,,,23.5
30013341,HÀ TĨNH,5.1,7.5,,,6.75,5.45,,,,,,,17.3
30013359,HÀ TĨNH,6.75,7.5,,,8.0,8.25,,,,,,,23.0
30013387,HÀ TĨNH,6.6,7.25,,,8.25,8.25,,,,,,,23.1
30013390,HÀ TĨNH,6.5,8.5,,,6.0,5.6,,,,,,,18.1
30013446,HÀ TĨNH,8.5,7.5,,,9.25,8.0,,,,,,,25.75
30013582,HÀ TĨNH,7.5,,,,9.5,9.0,,,,,,,26.0
30013595,HÀ TĨNH,6.0,,,,7.75,7.0,,,,,,,20.75
30013596,HÀ TĨNH,7.25,7.0,,,7.5,7.25,,,,,,,22.0
30013605,HÀ TĨNH,5.25,7.5,,,6.75,4.85,,,,,,,16.85
30013614,HÀ TĨNH,8.0,7.75,,,9.75,8.35,,,,,,,26.1
30013621,HÀ TĨNH,5.5,7.0,,,3.7,5.75,,,,,,,14.95
30013623,HÀ TĨNH,6.75,,,,7.0,8.25,,,,,,,22.0
30013679,HÀ TĨNH,5.0,,,,6.0,6.5,,,,,,,17.5
30013686,HÀ TĨNH,7.0,7.5,,,8.25,8.75,,,,,,,24.0
30013697,HÀ TĨNH,6.0,7.75,,,5.5,7.0,,,,,,,18.5
30013711,HÀ TĨNH,9.0,7.25,,,8.75,7.75,,,,,,,25.5
30013791,HÀ TĨNH,8.0,9.0,,,9.0,8.25,,,,,,,25.25
30013829,HÀ TĨNH,7.0,8.25,,,7.25,7.5,,,,,,,21.75
30013832,HÀ TĨNH,7.0,8.0,,,9.0,7.35,,,,,,,23.35
30013864,HÀ TĨNH,3.75,7.0,,,4.75,5.0,,,,,,,13.5
30013995,HÀ TĨNH,7.5,8.75,,,9.5,8.25,,,,,,,25.25
30014088,HÀ TĨNH,5.75,8.5,,,7.5,6.5,,,,,,,19.75
30014091,HÀ TĨNH,5.0,8.5,,,8.5,7.25,,,,,,,20.75
30014114,HÀ TĨNH,4.0,8.5,,,6.0,7.5,,,,,,,17.5
30014119,HÀ TĨNH,8.0,8.25,,,9.0,9.25,,,,,,,26.25
30014126,HÀ TĨNH,3.95,7.5,,,6.1,5.5,,,,,,,15.55
30014161,HÀ TĨNH,6.75,8.75,,,7.25,6.5,,,,,,,20.5
30014227,HÀ TĨNH,5.75,7.75,,,7.25,5.95,,,,,,,18.95
30014243,HÀ TĨNH,4.25,7.0,,,4.75,7.35,,,,,,,16.35
30014257,HÀ TĨNH,7.5,7.5,,,9.25,8.0,,,,,,,24.75
30014285,HÀ TĨNH,4.6,8.75,,,5.5,6.5,,,,,,,16.6
30014358,HÀ TĨNH,6.25,8.0,,,7.5,6.75,,,,,,,20.5
30014376,HÀ TĨNH,5.25,8.0,,,4.35,3.55,,,,,,,13.149999999999999
30014377,HÀ TĨNH,9.0,8.25,,,9.0,8.1,,,,,,,26.1
30014387,HÀ TĨNH,6.0,8.75,,,8.0,6.0,,,,,,,20.0
30014497,HÀ TĨNH,8.0,8.5,,,9.75,8.5,,,,,,,26.25
30014549,HÀ TĨNH,4.75,8.75,,,7.75,6.0,,,,,,,18.5
30014617,HÀ TĨNH,8.5,3.75,,,9.5,8.5,,,,,,,26.5
30014638,HÀ TĨNH,7.5,7.75,,,8.75,8.75,,,,,,,25.0
30014744,HÀ TĨNH,4.0,7.25,,,8.25,8.0,,,,,,,20.25
30014745,HÀ TĨNH,6.0,9.0,,,8.0,8.25,,,,,,,22.25
30014768,HÀ TĨNH,6.25,7.5,,,7.1,6.5,,,,,,,19.85
30014774,HÀ TĨNH,7.5,8.0,,,9.0,9.25,,,,,,,25.75
30014776,HÀ TĨNH,9.0,8.0,,,9.5,9.0,,,,,,,27.5
30014798,HÀ TĨNH,5.5,7.25,,,6.5,7.25,,,,,,,19.25
30014841,HÀ TĨNH,5.75,7.75,,,7.5,9.0,,,,,,,22.25
30014893,HÀ TĨNH,9.5,8.75,,,9.5,8.5,,,,,,,27.5
30014931,HÀ TĨNH,4.5,7.75,,,4.6,6.25,,,,,,,15.35
30014951,HÀ TĨNH,7.0,7.75,,,8.25,9.25,,,,,,,24.5
30014982,HÀ TĨNH,6.75,8.5,,,7.25,8.5,,,,,,,22.5
30015028,HÀ TĨNH,6.0,8.25,,,5.25,5.85,,,,,,,17.1
30015057,HÀ TĨNH,5.5,8.5,,,5.75,7.75,,,,,,,19.0
30015079,HÀ TĨNH,5.75,8.0,,,6.75,7.25,,,,,,,19.75
30015155,HÀ TĨNH,5.75,7.75,,,7.25,7.35,,,,,,,20.35
30015159,HÀ TĨNH,5.25,7.75,,,6.5,6.5,,,,,,,18.25
30015165,HÀ TĨNH,4.85,7.25,,,4.75,5.1,,,,,,,14.7
30015249,HÀ TĨNH,6.0,8.75,,,6.75,6.75,,,,,,,19.5
30015255,HÀ TĨNH,7.5,8.25,,,6.75,7.0,,,,,,,21.25
30015275,HÀ TĨNH,6.75,8.5,,,7.75,5.95,,,,,,,20.45
30015365,HÀ TĨNH,6.25,8.75,,,9.0,6.0,,,,,,,21.25
30015382,HÀ TĨNH,3.75,6.5,,,2.75,5.5,,,,,,,12.0
30015399,HÀ TĨNH,5.75,8.75,,,5.75,6.25,,,,,,,17.75
30015423,HÀ TĨNH,7.5,9.0,,,6.25,7.0,,,,,,,20.75
30015468,HÀ TĨNH,7.25,8.0,,,7.0,8.75,,,,,,,23.0
30015528,HÀ TĨNH,6.25,7.75,,,7.5,8.25,,,,,,,22.0
30015577,HÀ TĨNH,6.5,8.25,,,5.2,7.5,,,,,,,19.2
30015647,HÀ TĨNH,6.1,8.0,,,7.75,7.75,,,,,,,21.6
30015660,HÀ TĨNH,4.0,7.5,,,8.0,6.75,,,,,,,18.75
30015674,HÀ TĨNH,6.5,7.5,,,5.5,6.1,,,,,,,18.1
30015818,HÀ TĨNH,5.75,8.5,,,5.1,6.5,,,,,,,17.35
30015844,HÀ TĨNH,5.5,8.5,,,4.75,5.6,,,,,,,15.85
30015907,HÀ TĨNH,7.75,8.5,,,8.25,8.75,,,,,,,24.75
30015919,HÀ TĨNH,4.6,8.25,,,4.5,6.25,,,,,,,15.35
30015936,HÀ TĨNH,6.75,7.0,,,7.5,8.25,,,,,,,22.5
30015938,HÀ TĨNH,4.35,6.0,,,6.75,7.25,,,,,,,18.35
30015955,HÀ TĨNH,4.25,8.5,,,4.6,5.35,,,,,,,14.2
30015962,HÀ TĨNH,5.5,8.0,,,6.75,6.75,,,,,,,19.0
30015970,HÀ TĨNH,8.5,6.25,,,9.5,8.5,,,,,,,26.5
30015996,HÀ TĨNH,4.25,7.5,,,6.0,6.5,,,,,,,16.75
30016000,HÀ TĨNH,7.0,7.75,,,7.5,8.0,,,,,,,22.5
30016036,HÀ TĨNH,4.35,8.0,,,4.5,6.5,,,,,,,15.35
30016046,HÀ TĨNH,5.0,8.5,,,4.75,5.75,,,,,,,15.5
30016095,HÀ TĨNH,5.75,7.0,,,5.5,7.35,,,,,,,18.6
30016135,HÀ TĨNH,8.5,7.0,,,8.75,9.25,,,,,,,26.5
30016191,HÀ TĨNH,9.0,7.75,,,9.75,7.35,,,,,,,26.1
30016214,HÀ TĨNH,8.0,6.75,,,9.0,7.0,,,,,,,24.0
30016233,HÀ TĨNH,6.25,7.25,,,5.85,5.0,,,,,,,17.1
30016264,HÀ TĨNH,9.0,7.5,,,9.75,8.75,,,,,,,27.5
30016276,HÀ TĨNH,6.0,6.5,,,4.6,6.5,,,,,,,17.1
30016288,HÀ TĨNH,8.0,8.25,,,8.75,8.5,,,,,,,25.25
30016304,HÀ TĨNH,4.0,8.0,,,4.6,5.45,,,,,,,14.05
30016326,HÀ TĨNH,4.6,,,,5.0,4.85,,,,,,,14.45
30016368,HÀ TĨNH,6.6,8.25,,,8.0,8.25,,,,,,,22.85
30016375,HÀ TĨNH,7.5,8.5,,,9.0,7.75,,,,,,,24.25
30016381,HÀ TĨNH,8.0,6.5,,,9.0,6.75,,,,,,,23.75
30016416,HÀ TĨNH,8.0,7.0,,,9.0,7.1,,,,,,,24.1
30016436,HÀ TĨNH,5.75,8.0,,,7.0,5.85,,,,,,,18.6
30016451,HÀ TĨNH,8.75,8.25,,,9.25,6.75,,,,,,,24.75
30016495,HÀ TĨNH,7.0,7.25,,,5.25,6.75,,,,,,,19.0
30016496,HÀ TĨNH,7.5,7.25,,,8.5,8.5,,,,,,,24.5
30016499,HÀ TĨNH,6.5,7.5,,,6.0,6.1,,,,,,,18.6
30016503,HÀ TĨNH,5.25,8.25,,,5.95,5.0,,,,,,,16.2
30016532,HÀ TĨNH,7.25,8.25,,,8.25,6.6,,,,,,,22.1
30016556,HÀ TĨNH,7.25,8.25,,,9.5,8.5,,,,,,,25.25
30016698,HÀ TĨNH,7.35,9.0,,,9.0,7.75,,,,,,,24.1
30016762,HÀ TĨNH,6.75,8.5,,,8.5,7.35,,,,,,,22.6
30016804,HÀ TĨNH,6.0,8.75,,,4.85,4.75,,,,,,,15.6
30016868,HÀ TĨNH,6.75,7.25,,,4.75,6.0,,,,,,,17.5
30016883,HÀ TĨNH,7.25,7.25,,,7.75,7.85,,,,,,,22.85
31000059,QUẢNG BÌNH,8.0,7.0,,,5.75,7.1,,,,,,,20.85
31000136,QUẢNG BÌNH,6.0,6.75,,,6.25,5.25,,,,,,,17.5
31000157,QUẢNG BÌNH,3.75,7.25,,,5.1,5.25,,,,,,,14.1
31000167,QUẢNG BÌNH,4.0,7.25,,,7.0,4.85,,,,,,,15.85
31000171,QUẢNG BÌNH,5.75,7.25,,,7.5,7.5,,,,,,,20.75
31000215,QUẢNG BÌNH,4.5,7.75,,,5.0,4.5,,,,,,,14.0
31000247,QUẢNG BÌNH,4.25,7.75,,,2.75,4.85,,,,,,,11.85
31000267,QUẢNG BÌNH,5.6,7.0,,,6.1,6.25,,,,,,,17.95
31000292,QUẢNG BÌNH,5.5,5.75,,,4.5,3.05,,,,,,,13.05
31000293,QUẢNG BÌNH,5.25,6.75,,,4.25,4.6,,,,,,,14.1
31000317,QUẢNG BÌNH,6.35,5.75,,,7.0,6.75,,,,,,,20.1
31000334,QUẢNG BÌNH,3.85,5.5,,,2.85,3.25,,,,,,,9.95
31000349,QUẢNG BÌNH,5.5,8.0,,,7.25,4.6,,,,,,,17.35
31000369,QUẢNG BÌNH,7.25,7.25,,,8.25,6.6,,,,,,,22.1
31000588,QUẢNG BÌNH,3.7,7.25,,,5.0,6.5,,,,,,,15.2
31000622,QUẢNG BÌNH,5.25,7.5,,,5.0,4.2,,,,,,,14.45
31000674,QUẢNG BÌNH,4.75,8.0,,,4.75,5.85,,,,,,,15.35
31000729,QUẢNG BÌNH,4.75,5.75,,,6.75,7.25,,,,,,,18.75
31000750,QUẢNG BÌNH,4.75,7.0,,,4.6,4.5,,,,,,,13.85
31000752,QUẢNG BÌNH,6.0,7.75,,,7.75,8.5,,,,,,,22.25
31000908,QUẢNG BÌNH,7.75,8.5,,,10.0,6.5,,,,,,,24.25
31000954,QUẢNG BÌNH,7.5,8.25,,,7.75,6.25,,,,,,,21.5
31000993,QUẢNG BÌNH,7.75,8.75,,,6.25,7.25,,,,,,,21.25
31001057,QUẢNG BÌNH,6.75,9.0,,,7.25,7.0,,,,,,,21.0
31001123,QUẢNG BÌNH,4.25,7.5,,,4.5,5.75,,,,,,,14.5
31001159,QUẢNG BÌNH,5.5,8.75,,,5.5,5.5,,,,,,,16.5
31001166,QUẢNG BÌNH,6.25,7.5,,,7.75,8.0,,,,,,,22.0
31001181,QUẢNG BÌNH,5.75,8.25,,,6.6,5.75,,,,,,,18.1
31001210,QUẢNG BÌNH,6.0,7.25,,,8.25,6.85,,,,,,,21.1
31001246,QUẢNG BÌNH,7.25,8.25,,,7.75,8.25,,,,,,,23.25
31001276,QUẢNG BÌNH,6.5,6.5,,,9.5,7.1,,,,,,,23.1
31001304,QUẢNG BÌNH,3.1,5.75,,,4.25,4.5,,,,,,,11.85
31001364,QUẢNG BÌNH,6.25,7.25,,,7.5,8.1,,,,,,,21.85
31001377,QUẢNG BÌNH,5.35,6.25,,,4.75,6.0,,,,,,,16.1
31001383,QUẢNG BÌNH,5.25,8.0,,,4.75,5.0,,,,,,,15.0
31001609,QUẢNG BÌNH,5.25,8.25,,,5.6,5.85,,,,,,,16.7
31001618,QUẢNG BÌNH,8.5,7.25,,,9.5,8.0,,,,,,,26.0
31001636,QUẢNG BÌNH,4.85,8.0,,,5.0,5.85,,,,,,,15.7
31001647,QUẢNG BÌNH,8.25,8.0,,,9.0,8.25,,,,,,,25.5
31001670,QUẢNG BÌNH,8.5,8.75,,,8.75,7.85,,,,,,,25.1
31001705,QUẢNG BÌNH,3.75,7.75,,,6.0,7.0,,,,,,,16.75
31001718,QUẢNG BÌNH,5.5,8.0,,,7.25,5.95,,,,,,,18.7
31001736,QUẢNG BÌNH,4.1,,,,4.35,4.85,,,,,,,13.299999999999999
31001746,QUẢNG BÌNH,6.0,8.0,,,7.5,6.25,,,,,,,19.75
31001751,QUẢNG BÌNH,4.6,7.25,,,5.5,5.95,,,,,,,16.05
31001779,QUẢNG BÌNH,8.5,7.5,,,9.75,7.75,,,,,,,26.0
31001907,QUẢNG BÌNH,6.25,9.25,,,7.0,7.1,,,,,,,20.35
31001934,QUẢNG BÌNH,5.75,8.75,,,5.35,6.0,,,,,,,17.1
31001950,QUẢNG BÌNH,6.5,6.75,,,8.5,7.5,,,,,,,22.5
31001953,QUẢNG BÌNH,4.1,7.0,,,6.5,5.85,,,,,,,16.45
31001973,QUẢNG BÌNH,3.7,8.5,,,4.95,5.75,,,,,,,14.4
31001988,QUẢNG BÌNH,4.5,7.5,,,5.0,5.25,,,,,,,14.75
31002012,QUẢNG BÌNH,6.25,8.25,,,6.0,4.75,,,,,,,17.0
31002020,QUẢNG BÌNH,5.45,7.5,,,7.5,6.75,,,,,,,19.7
31002035,QUẢNG BÌNH,5.75,8.0,,,7.0,6.35,,,,,,,19.1
31002041,QUẢNG BÌNH,5.35,7.5,,,6.5,5.75,,,,,,,17.6
31002061,QUẢNG BÌNH,8.0,8.75,,,8.75,7.25,,,,,,,24.0
31002091,QUẢNG BÌNH,7.0,8.75,,,8.25,6.75,,,,,,,22.0
31002114,QUẢNG BÌNH,8.5,8.25,,,9.0,6.75,,,,,,,24.25
31002168,QUẢNG BÌNH,5.85,6.5,,,6.75,9.25,,,,,,,21.85
31002279,QUẢNG BÌNH,5.0,7.0,,,3.85,4.2,,,,,,,13.05
31002302,QUẢNG BÌNH,4.25,7.5,,,4.6,5.75,,,,,,,14.6
31002303,QUẢNG BÌNH,4.5,7.0,,,4.0,5.1,,,,,,,13.6
31002304,QUẢNG BÌNH,4.35,7.0,,,4.25,4.35,,,,,,,12.95
31002369,QUẢNG BÌNH,6.0,8.75,,,7.25,6.35,,,,,,,19.6
31002383,QUẢNG BÌNH,5.5,7.5,,,4.0,4.6,,,,,,,14.1
31002396,QUẢNG BÌNH,7.5,6.0,,,8.25,7.6,,,,,,,23.35
31002397,QUẢNG BÌNH,9.5,6.75,,,9.0,7.75,,,,,,,26.25
31002398,QUẢNG BÌNH,7.0,7.0,,,6.35,6.0,,,,,,,19.35
31002431,QUẢNG BÌNH,4.1,7.5,,,4.85,4.6,,,,,,,13.549999999999999
31002462,QUẢNG BÌNH,4.6,8.25,,,5.35,4.6,,,,,,,14.549999999999999
31002486,QUẢNG BÌNH,5.75,8.75,,,5.5,7.35,,,,,,,18.6
31002488,QUẢNG BÌNH,5.0,8.5,,,3.35,4.25,,,,,,,12.6
31002512,QUẢNG BÌNH,6.25,8.5,,,4.6,6.25,,,,,,,17.1
31002535,QUẢNG BÌNH,7.75,5.75,,,9.25,6.1,,,,,,,23.1
31002544,QUẢNG BÌNH,6.0,8.25,,,7.5,6.25,,,,,,,19.75
31002551,QUẢNG BÌNH,5.1,8.5,,,5.25,5.5,,,,,,,15.85
31002604,QUẢNG BÌNH,5.25,7.5,,,4.25,5.75,,,,,,,15.25
31002614,QUẢNG BÌNH,6.5,7.75,,,6.25,6.0,,,,,,,18.75
31002615,QUẢNG BÌNH,5.5,7.0,,,5.0,5.25,,,,,,,15.75
31002631,QUẢNG BÌNH,4.25,7.75,,,4.1,4.2,,,,,,,12.55
31002641,QUẢNG BÌNH,3.35,8.0,,,3.35,4.1,,,,,,,10.8
31002651,QUẢNG BÌNH,3.35,6.0,,,4.1,2.95,,,,,,,10.399999999999999
31002679,QUẢNG BÌNH,5.0,8.0,,,3.6,5.1,,,,,,,13.7
31002705,QUẢNG BÌNH,3.85,5.75,,,4.1,5.1,,,,,,,13.049999999999999
31002715,QUẢNG BÌNH,7.0,7.75,,,4.35,7.5,,,,,,,18.85
31002792,QUẢNG BÌNH,5.5,8.75,,,6.5,6.75,,,,,,,18.75
31002830,QUẢNG BÌNH,5.25,7.5,,,4.35,4.1,,,,,,,13.7
31003042,QUẢNG BÌNH,6.1,7.25,,,5.0,7.0,,,,,,,18.1
31003043,QUẢNG BÌNH,2.45,7.25,,,3.6,5.0,,,,,,,11.05
31003160,QUẢNG BÌNH,5.6,7.0,,,7.0,6.5,,,,,,,19.1
31003171,QUẢNG BÌNH,5.5,7.5,,,4.75,6.75,,,,,,,17.0
31003185,QUẢNG BÌNH,5.35,8.0,,,4.35,6.1,,,,,,,15.799999999999999
31003217,QUẢNG BÌNH,4.25,6.0,,,4.6,5.85,,,,,,,14.7
31003223,QUẢNG BÌNH,5.25,5.5,,,5.25,6.25,,,,,,,16.75
31003244,QUẢNG BÌNH,6.25,5.5,,,7.0,8.25,,,,,,,21.5
31003284,QUẢNG BÌNH,5.35,8.25,,,4.6,5.5,,,,,,,15.45
31003305,QUẢNG BÌNH,6.75,6.5,,,8.0,6.5,,,,,,,21.25
31003339,QUẢNG BÌNH,4.0,6.25,,,3.75,3.35,,,,,,,11.1
31003402,QUẢNG BÌNH,4.5,4.75,,,3.25,4.45,,,,,,,12.2
31003499,QUẢNG BÌNH,5.75,5.5,,,5.25,5.45,,,,,,,16.45
31003514,QUẢNG BÌNH,5.5,5.75,,,4.25,8.5,,,,,,,18.25
31003530,QUẢNG BÌNH,7.75,7.5,,,7.25,8.75,,,,,,,23.75
31003596,QUẢNG BÌNH,7.25,7.75,,,6.25,8.25,,,,,,,21.75
31003652,QUẢNG BÌNH,6.0,8.5,,,5.35,6.75,,,,,,,18.1
31003818,QUẢNG BÌNH,5.75,7.5,,,5.0,4.05,,,,,,,14.8
31003889,QUẢNG BÌNH,6.75,8.0,,,7.0,7.25,,,,,,,21.0
31004038,QUẢNG BÌNH,4.75,7.0,,,5.5,7.1,,,,,,,17.35
31004073,QUẢNG BÌNH,4.95,7.0,,,4.75,7.5,,,,,,,17.2
31004165,QUẢNG BÌNH,8.5,,,,6.1,4.1,,,,,,,18.7
31004213,QUẢNG BÌNH,6.0,7.0,,,8.5,7.35,,,,,,,21.85
31004221,QUẢNG BÌNH,5.75,7.75,,,5.5,7.0,,,,,,,18.25
31004446,QUẢNG BÌNH,3.35,,,,3.75,5.5,,,,,,,12.6
31004468,QUẢNG BÌNH,5.5,,,,5.0,7.0,,,,,,,17.5
31004524,QUẢNG BÌNH,8.0,3.25,,,8.75,8.0,,,,,,,24.75
31004551,QUẢNG BÌNH,7.25,,,,7.5,6.6,,,,,,,21.35
31004595,QUẢNG BÌNH,6.0,7.5,,,7.0,7.25,,,,,,,20.25
31004842,QUẢNG BÌNH,6.25,6.0,,,3.35,4.5,,,,,,,14.1
31005223,QUẢNG BÌNH,7.75,5.5,,,4.5,4.75,,,,,,,17.0
31005337,QUẢNG BÌNH,3.25,7.5,,,2.75,5.35,,,,,,,11.35
31005471,QUẢNG BÌNH,4.25,8.75,,,3.35,2.95,,,,,,,10.55
31005473,QUẢNG BÌNH,6.25,8.0,,,5.85,5.85,,,,,,,17.95
31005511,QUẢNG BÌNH,5.25,6.0,,,5.0,4.35,,,,,,,14.6
31005553,QUẢNG BÌNH,5.25,8.0,,,6.5,6.6,,,,,,,18.35
31005646,QUẢNG BÌNH,6.75,6.5,,,7.0,6.1,,,,,,,19.85
31005720,QUẢNG BÌNH,4.1,8.75,,,5.85,4.0,,,,,,,13.95
31006261,QUẢNG BÌNH,6.5,6.75,,,7.75,7.1,,,,,,,21.35
31006349,QUẢNG BÌNH,5.25,8.25,,,4.75,5.75,,,,,,,15.75
31006352,QUẢNG BÌNH,2.1,4.75,,,2.75,5.0,,,,,,,9.85
31006355,QUẢNG BÌNH,3.25,5.75,,,4.25,4.85,,,,,,,12.35
31006366,QUẢNG BÌNH,5.5,7.75,,,6.5,7.0,,,,,,,19.0
31006469,QUẢNG BÌNH,5.75,7.0,,,7.5,5.85,,,,,,,19.1
31006581,QUẢNG BÌNH,5.25,6.5,,,4.0,5.6,,,,,,,14.85
31006593,QUẢNG BÌNH,8.0,6.5,,,9.25,8.5,,,,,,,25.75
31006628,QUẢNG BÌNH,5.0,6.5,,,4.6,3.35,,,,,,,12.95
31006629,QUẢNG BÌNH,5.5,7.0,,,8.5,7.75,,,,,,,21.75
31006645,QUẢNG BÌNH,5.75,4.75,,,4.0,5.5,,,,,,,15.25
31006674,QUẢNG BÌNH,5.6,7.0,,,6.25,5.45,,,,,,,17.3
31006721,QUẢNG BÌNH,8.25,6.75,,,9.25,9.0,,,,,,,26.5
31006728,QUẢNG BÌNH,4.5,6.5,,,4.5,4.6,,,,,,,13.6
31006740,QUẢNG BÌNH,5.35,6.25,,,5.75,4.6,,,,,,,15.7
31006831,QUẢNG BÌNH,6.25,7.0,,,6.0,7.0,,,,,,,19.25
31006859,QUẢNG BÌNH,5.0,6.75,,,7.0,6.5,,,,,,,18.5
31006862,QUẢNG BÌNH,8.0,6.75,,,9.5,7.75,,,,,,,25.25
31006888,QUẢNG BÌNH,5.25,8.25,,,5.75,6.5,,,,,,,17.5
31006906,QUẢNG BÌNH,4.85,7.75,,,7.5,6.1,,,,,,,18.45
31006916,QUẢNG BÌNH,5.5,7.5,,,6.1,4.85,,,,,,,16.45
31006936,QUẢNG BÌNH,8.0,7.0,,,7.0,7.25,,,,,,,22.25
31006939,QUẢNG BÌNH,9.0,8.0,,,9.0,8.25,,,,,,,26.25
31006944,QUẢNG BÌNH,6.0,6.25,,,5.0,5.0,,,,,,,16.0
31006967,QUẢNG BÌNH,5.0,6.75,,,4.5,5.35,,,,,,,14.85
31006991,QUẢNG BÌNH,6.0,8.75,,,6.35,4.6,,,,,,,16.95
31007027,QUẢNG BÌNH,7.0,6.75,,,8.75,7.5,,,,,,,23.25
31007052,QUẢNG BÌNH,6.75,7.0,,,8.0,7.35,,,,,,,22.1
31007080,QUẢNG BÌNH,9.0,7.5,,,9.75,8.5,,,,,,,27.25
31007092,QUẢNG BÌNH,7.5,9.0,,,9.25,8.25,,,,,,,25.0
31007134,QUẢNG BÌNH,7.0,8.0,,,8.25,7.6,,,,,,,22.85
31007135,QUẢNG BÌNH,7.5,8.0,,,8.25,7.35,,,,,,,23.1
31007136,QUẢNG BÌNH,7.0,8.0,,,8.5,7.75,,,,,,,23.25
31007154,QUẢNG BÌNH,5.75,7.75,,,5.25,7.25,,,,,,,18.25
31007188,QUẢNG BÌNH,8.0,6.5,,,8.75,9.5,,,,,,,26.25
31007213,QUẢNG BÌNH,5.5,6.5,,,7.25,7.75,,,,,,,20.5
31007224,QUẢNG BÌNH,8.25,6.0,,,7.75,6.35,,,,,,,22.35
31007239,QUẢNG BÌNH,6.0,8.75,,,8.0,7.0,,,,,,,21.0
31007242,QUẢNG BÌNH,5.6,7.25,,,6.5,7.5,,,,,,,19.6
31007245,QUẢNG BÌNH,6.0,8.5,,,7.5,6.35,,,,,,,19.85
31007251,QUẢNG BÌNH,5.5,7.75,,,7.0,7.5,,,,,,,20.0
31007264,QUẢNG BÌNH,8.0,6.5,,,9.75,9.25,,,,,,,27.0
31007289,QUẢNG BÌNH,7.0,7.5,,,7.0,7.5,,,,,,,21.5
31007306,QUẢNG BÌNH,6.75,6.5,,,7.75,7.5,,,,,,,22.0
31007319,QUẢNG BÌNH,6.5,6.5,,,9.75,9.5,,,,,,,25.75
31007323,QUẢNG BÌNH,7.5,7.0,,,9.25,7.75,,,,,,,24.5
31007339,QUẢNG BÌNH,8.5,7.75,,,9.25,7.5,,,,,,,25.25
31007340,QUẢNG BÌNH,7.5,8.0,,,7.25,7.25,,,,,,,22.0
31007371,QUẢNG BÌNH,7.1,7.25,,,7.5,7.1,,,,,,,21.7
31007390,QUẢNG BÌNH,7.35,7.5,,,8.0,8.5,,,,,,,23.85
31007399,QUẢNG BÌNH,6.75,6.5,,,7.25,7.5,,,,,,,21.5
31007401,QUẢNG BÌNH,6.75,8.5,,,5.0,8.25,,,,,,,20.0
31007424,QUẢNG BÌNH,7.0,9.0,,,7.75,7.0,,,,,,,21.75
31007425,QUẢNG BÌNH,5.25,7.25,,,7.0,6.6,,,,,,,18.85
31007435,QUẢNG BÌNH,5.5,6.0,,,7.25,8.5,,,,,,,21.25
31007453,QUẢNG BÌNH,6.75,8.0,,,9.25,7.75,,,,,,,23.75
31007455,QUẢNG BÌNH,7.0,7.25,,,7.75,7.6,,,,,,,22.35
31007513,QUẢNG BÌNH,7.75,7.0,,,6.0,8.0,,,,,,,21.75
31007598,QUẢNG BÌNH,5.35,7.25,,,5.6,5.1,,,,,,,16.049999999999997
31007621,QUẢNG BÌNH,4.75,8.25,,,5.0,6.6,,,,,,,16.35
